,1,2,3,4,5,6,7,8,9,10,11,12
A,0.04,0.04,0.0402,0.0399,0.0391,0.0392,0.0408,0.0402,0.0401,0.0409,0.0397,0.0397
B,0.0462,0.0404,0.04,0.1297,0.1324,0.1325,0.136,0.1291,0.1286,0.1598,0.1454,0.1484
C,0.2277,0.2894,0.19,0.146,0.1357,0.1401,0.1954,0.1939,0.1834,0.1315,0.1268,0.1287
D,0.1598,0.1482,0.1585,0.296,0.2836,0.3457,0.0393,0.0397,0.0399,0.1814,0.1213,0.1391
E,0.1004,0.101,0.0999,0.092,0.0912,0.0996,0.1912,0.2022,0.1748,0.1004,0.0959,0.0918
F,0.1055,0.1254,0.1196,0.0413,0.0408,0.0404,0.0407,0.0407,0.04,0.0417,0.0482,0.04
G,0.0396,0.0397,0.0396,0.04,0.0411,0.04,0.0406,0.0417,0.0414,0.04,0.0403,0.0399
H,0.0398,0.0403,0.0407,0.0407,0.0409,0.0418,0.041,0.0416,0.0439,,,
