,1,2,3,4,5,6,7,8,9,10,11,12
A,0.0577,0.0632,0.0608,0.146,0.1242,0.1288,0.054,0.0503,0.0511,0.0955,0.097,0.0924
B,0.0946,0.0933,0.1033,0.0942,0.1122,0.1102,0.0394,0.0409,0.0397,0.1296,0.1523,0.1507
C,0.0414,0.0394,0.0396,0.0401,0.0399,0.0402,0.0396,0.0413,0.0399,0.0403,0.0399,0.04
D,0.0401,0.0399,0.0399,0.039,0.0394,0.0401,0.1492,0.1541,0.1712,0.1115,0.1144,0.1164
E,0.0846,0.0833,0.0814,0.1615,0.138,0.0394,0.1744,0.0896,0.1022,0.1387,0.1311,0.1391
F,0.0694,0.0677,0.0634,0.1728,0.1774,0.158,0.04,0.0403,0.0399,0.0983,0.0988,0.0977
G,0.0401,0.0397,0.0488,0.04,0.0401,0.0403,0.0405,0.0403,0.0408,0.0423,0.0396,0.0396
H,0.04,0.0399,0.0422,0.0395,0.0398,0.0399,,,,,,
