,1,2,3,4,5,6,7,8,9,10,11,12
A,0.2387,0.2682,0.2484,0.1499,0.1692,0.1222,0.3962,0.2906,0.3601,0.1838,0.1996,0.204
B,0.0876,0.0875,0.0999,0.214,0.214,0.2533,0.1194,0.1409,0.1467,0.6239,0.6712,0.4474
C,0.0885,0.0839,0.0928,0.2537,0.2328,0.2297,0.0956,0.0869,0.0817,0.1403,0.1405,0.1277
D,0.1179,0.1102,0.1144,0.1675,0.1711,0.1428,0.3049,0.268,0.2854,0.1185,0.1433,0.1133
E,0.1582,0.137,0.1314,0.1921,0.2093,0.2365,0.1737,0.204,0.1786,0.1543,0.2122,0.173
F,0.4451,0.4597,0.383,0.3129,0.2966,0.2866,0.1296,0.158,0.1315,0.1081,0.1067,0.1138
G,0.1608,0.1814,0.1696,0.3951,0.375,0.4816,0.2539,0.2159,0.2384,0.5869,0.4273,0.4229
H,0.2446,0.2585,0.2087,0.3855,0.3341,0.282,0.2305,0.265,0.2741,0.3264,0.2699,0.317
