,1,2,3,4,5,6,7,8,9,10,11,12
A,0.1761,0.2009,0.1767,0.2099,0.2209,0.1959,0.258,0.2953,0.2952,0.2948,0.2853,0.301
B,0.4561,0.4272,0.3631,0.2827,0.2732,0.2491,0.2101,0.2525,0.2007,0.1818,0.1607,0.1589
C,0.0981,0.0994,0.0984,0.3562,0.2859,0.3397,0.4187,0.3949,0.4237,0.3671,0.408,0.5095
D,0.1554,0.1296,0.1348,0.2949,0.3736,0.3541,0.636,0.7791,0.7708,0.4518,0.1574,0.1615
E,0.3114,0.285,0.2118,0.8052,0.807,0.7005,0.3222,0.3779,0.2855,0.2599,0.2208,0.2201
F,0.8855,0.6928,0.5642,0.1345,0.1142,0.1376,0.2565,0.2857,0.2843,0.1775,0.1506,0.1633
G,0.1874,0.2406,0.1859,0.2437,0.1947,0.1848,0.2677,0.2548,0.2321,0.214,0.1436,0.1205
H,0.0701,0.0768,0.0692,0.5867,0.5206,0.5523,0.4694,0.3805,0.435,0.2907,0.2817,0.277
