Unique.ID,GBS,GH.Pos,Tube.No,Pod.Produced,Medic.spp,Range,Site.ID,Origin,Community,changed from MSU shipment name,MSU.Genotype,Generation.Received,WSU.Genotype,Planted,Flowered,flowertime,flowertime140,Lat,Long,Lat.Group,growthstage_13days,growthstage_26days,growthstagedifference,leafcount_13days,leafcount_26days,leafdifference,Seedling.Notes 4.22.16,NonPoly,Status
W0123,no,6,686,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG11-02,F0,MP-HIG11-02-F0,4/9/16,7/11/16,93,93,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0140,no,7,684,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG10-02,F0,MP-HIG10-02-F0,4/9/16,6/29/16,81,81,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0166,no,8,688,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG12-02,F0,MP-HIG12-02-F0,4/9/16,7/15/16,97,97,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0178,no,9,685,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG11-01,F0,MP-HIG11-01-F0,4/9/16,7/18/16,100,100,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0205,yes,10,651,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG01-02,F0,MP-HIG01-02-F0,4/9/16,7/11/16,93,93,43.39133,1.792166,5,4,8,4,0,6,6,,no,1
W0208,yes,10,665,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG17-01,F0,MP-HIG17-01-F0,4/9/16,7/22/16,104,104,43.39133,1.792166,5,4,7,3,0,4,4,,no,1
W0247,yes,11,655,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG03-01,F0,MP-HIG03-01-F0,4/9/16,7/2/16,84,84,43.39133,1.792166,5,4,7,3,0,4,4,,no,1
W0271,no,11,669,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG20-01,F0,MP-HIG20-01-F0,4/9/16,7/15/16,97,97,43.39133,1.792166,5,4,8,4,0,5,5,1 small,no,1
W0304,no,12,659,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG05-01,F0,MP-HIG05-01-F0,4/9/16,7/11/16,93,93,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0316,no,12,673,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG23-02,F0,MP-HIG23-02-F0,4/9/16,7/25/16,107,107,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0323,no,13,661,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG15-01,F0,MP-HIG15-01-F0,4/9/16,7/18/16,100,100,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0344,no,14,658,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG04-02,F0,MP-HIG04-02-F0,4/9/16,7/15/16,97,97,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0354,no,14,672,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG23-01,F0,MP-HIG23-01-F0,4/9/16,7/15/16,97,97,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0397,no,15,666,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG17-02,F0,MP-HIG17-02-F0,4/9/16,7/13/16,95,95,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0417,no,15,652,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG02-01,F0,MP-HIG02-01-F0,4/9/16,7/18/16,100,100,43.39133,1.792166,5,5,7,2,1,3,2,,no,1
W0423,yes,16,691,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG13-02,F0,MP-HIG13-02-F0,4/9/16,6/27/16,79,79,43.39133,1.792166,5,4,8,4,0,6,6,,no,1
W0431,no,17,653,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG02-02,F0,MP-HIG02-02-F0,4/9/16,7/27/16,109,109,43.39133,1.792166,5,4,8,4,0,6,6,,no,1
W0450,yes,17,667,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG19-01,F0,MP-HIG19-01-F0,4/9/16,7/13/16,95,95,43.39133,1.792166,5,4,8,4,0,6,6,,no,1
W0480,no,18,662,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG15-02,F0,MP-HIG15-02-F0,4/9/16,7/27/16,109,109,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0488,yes,19,681,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG09-01,F0,MP-HIG09-01-F0,4/9/16,7/18/16,100,100,43.39133,1.792166,5,5,8,3,1,6,5,,no,1
W0495,no,19,424,MSU,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG27-04,F1,MP-HIG27-04-F1,4/9/16,7/18/16,100,100,43.39133,1.792166,5,4,8,4,0,5,5,,no,1
W0514,yes,20,690,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG13-01,F0,MP-HIG13-01-F0,4/9/16,7/25/16,107,107,43.39133,1.792166,5,4,8,4,0,6,6,,no,1
W0525,yes,21,677,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG27-02,F0,MP-HIG27-02-F0,4/9/16,7/15/16,97,97,43.39133,1.792166,5,4,8,4,0,5,5,,no,1
W0534,no,21,422,MSU,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG06-03,F1,MP-HIG06-03-F1,4/9/16,8/8/16,121,121,43.39133,1.792166,5,3,7,4,0,2,2,,no,1
W0568,yes,22,660,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG05-02,F0,MP-HIG05-02-F0,4/9/16,7/5/16,87,87,43.39133,1.792166,5,4,8,4,0,6,6,,no,1
W0585,no,22,674,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG25-01,F0,MP-HIG25-01-F0,4/9/16,7/15/16,97,97,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0613,no,23,687,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG12-01,F0,MP-HIG12-01-F0,4/9/16,7/5/16,87,87,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0626,yes,24,675,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG25-02,F0,MP-HIG25-02-F0,4/9/16,7/13/16,95,95,43.39133,1.792166,5,4,8,4,0,5,5,,no,1
W0642,no,24,679,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG06-01,F0,MP-HIG06-01-F0,4/9/16,7/13/16,95,95,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0659,no,25,654,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG02-03,F0,MP-HIG02-03-F0,4/9/16,7/15/16,97,97,43.39133,1.792166,5,5,8,3,1,6,5,,no,1
W0689,no,25,668,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG19-02,F0,MP-HIG19-02-F0,4/9/16,7/22/16,104,104,43.39133,1.792166,5,5,7,2,1,3,2,,no,1
W0711,no,26,664,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG16-02,F0,MP-HIG16-02-F0,4/9/16,7/22/16,104,104,43.39133,1.792166,5,5,7,2,1,3,2,,no,1
W0740,no,26,650,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG01-01,F0,MP-HIG01-01-F0,4/9/16,7/18/16,100,100,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0749,yes,27,683,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG10-01,F0,MP-HIG10-01-F0,4/9/16,7/13/16,95,95,43.39133,1.792166,5,4,7,3,0,4,4,,no,1
W0791,yes,28,680,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG06-02,F0,MP-HIG06-02-F0,4/9/16,7/5/16,87,87,43.39133,1.792166,5,4,8,4,0,5,5,,no,1
W0807,yes,28,676,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG27-01,F0,MP-HIG27-01-F0,4/9/16,7/11/16,93,93,43.39133,1.792166,5,4,8,4,0,6,6,,no,1
W0836,no,29,656,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG03-02,F0,MP-HIG03-02-F0,4/9/16,7/18/16,100,100,43.39133,1.792166,5,5,9,4,1,8,7,,no,1
W0844,no,29,670,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG20-02,F0,MP-HIG20-02-F0,4/9/16,7/5/16,87,87,43.39133,1.792166,5,5,7,2,1,4,3,,no,1
W0916,no,30,582,Field,Mlup,Native,HIG,"San Sebastian, Spain",,,ML-HIG11,F0,ML-HIG11-F0,4/9/16,7/29/16,111,111,43.39133,1.792166,,4,7,3,0,1,1,slightly hairy,yes,1
W0012,yes,1,328,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE08,F1,MP-HUE08-F1,4/9/16,5/23/16,44,44,37.265483,-6.854716,2,5,7,2,1,4,3,,no,1
W0058,yes,2,300,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE15,F1,MP-HUE15-F1,4/9/16,5/20/16,41,41,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0091,no,4,692,Field,Mpol,Native,HUE,"Huelva, Spain",,,HUE17,F0,MP-HUE17-F0,4/9/16,5/31/16,52,52,37.265483,-6.854716,2,4,7,3,0,2,2,,no,1
W0135,no,7,694,Field,Mpol,Native,HUE,"Huelva, Spain",,,HUE19,F0,MP-HUE19-F0,4/9/16,5/31/16,52,52,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0204,yes,10,47,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE02,F1,MP-HUE02-F1,4/9/16,5/31/16,52,52,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0253,yes,11,86,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE06,F1,MP-HUE06-F1,4/9/16,6/2/16,54,54,37.265483,-6.854716,2,5,9,4,1,7,6,,no,1
W0305,yes,12,230,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE10,F1,MP-HUE10-F1,4/9/16,NA,NA,140,37.265483,-6.854716,2,4,7,3,0,3,3,,no,0
W0362,yes,14,245,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE09,F1,MP-HUE09-F1,4/9/16,5/31/16,52,52,37.265483,-6.854716,2,4,7,3,0,2,2,,no,1
W0388,yes,15,5,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE03,F1,MP-HUE03-F1,4/9/16,5/31/16,52,52,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0441,yes,17,274,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE04,F1,MP-HUE04-F1,4/9/16,5/27/16,48,48,37.265483,-6.854716,2,4,8,4,0,6,6,,no,1
W0508,no,19,606,Field,Mpol,Native,HUE,"Huelva, Spain",,,HUE16,F0,MP-HUE16-F0,4/9/16,5/25/16,46,46,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0531,no,21,25,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE14,F1,MP-HUE14-F1,4/9/16,5/31/16,52,52,37.265483,-6.854716,2,4,6,2,0,2,2,,no,1
W0573,yes,22,284,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE11,F1,MP-HUE11-F1,4/9/16,5/31/16,52,52,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0621,yes,24,356,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE12,F1,MP-HUE12-F1,4/9/16,5/27/16,48,48,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0667,yes,25,8,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE05,F1,MP-HUE05-F1,4/9/16,5/31/16,52,52,37.265483,-6.854716,2,4,7,3,0,2,2,1 small,no,1
W0730,yes,26,223,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE01,F1,MP-HUE01-F1,4/9/16,6/2/16,54,54,37.265483,-6.854716,2,4,7,3,0,2,2,,no,1
W0754,no,27,693,Field,Mpol,Native,HUE,"Huelva, Spain",,,HUE18,F0,MP-HUE18-F0,4/9/16,6/6/16,58,58,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0784,yes,28,19,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE13,F1,MP-HUE13-F1,4/9/16,6/8/16,60,60,37.265483,-6.854716,2,4,7,3,0,4,4,,no,1
W0823,yes,29,347,MSU,Mpol,Native,HUE,"Huelva, Spain",,,HUE07,F1,MP-HUE07-F1,4/9/16,6/2/16,54,54,37.265483,-6.854716,2,4,7,3,0,3,3,,no,1
W0950,no,30,577,Field,Mlup,Invaded,IND,"Angola, IN, USA",,,IND01-03,F0,ML-IND01-03-F0,4/9/16,6/6/16,58,58,41.648169,-85.038894,,4,7,3,0,2,2,slightly hairy,yes,1
W0929,no,30,581,Field,Mlup,Native,JUR,"Gijon, Spain",,,JUR02,F0,ML-JUR02-F0,4/9/16,6/13/16,65,65,43.504964,-5.273769,,4,7,3,0,3,3,slightly hairy,yes,1
W0903,no,30,771,Field,Mlup,Invaded,KAL,"Sarasota, FL, USA",,,KAL02,F0,ML-KAL02-F0,4/9/16,5/23/16,44,44,27.33722,-82.5353,,4,7,3,0,3,3,slightly hairy,yes,1
W0886,no,30,571,Field,Mlup,Native,KFP,"Aachen, Germany",,,KFP22,F0,ML-KFP22-F0,4/9/16,6/6/16,58,58,50.758949,6.071544,,4,7,3,0,3,3,slightly hairy,yes,1
W0914,no,30,568,Field,Mlup,Native,KRM,"Kormbacher, Germany",,,KRM19,F0,ML-KRM19-F0,4/9/16,6/13/16,65,65,50.99056,7.956111,,4,7,3,0,2,2,slightly hairy,yes,1
W0014,no,1,799,Field,Mpol,Native,LAT,"Latera, Italy",,LATc1-08,LAT08,F0,MP-LAT08-F0,4/9/16,NA,NA,140,42.61667,11.81667,3,3,7,4,0,3,3,hairy,yes,0
W0221,no,10,793,Field,Mpol,Native,LAT,"Latera, Italy",,LATc1-02,LAT02,F0,MP-LAT02-F0,4/9/16,NA,NA,140,42.61667,11.81667,4,4,7,3,0,3,3,hairy,yes,0
W0262,no,11,797,Field,Mpol,Native,LAT,"Latera, Italy",,LATc1-06,LAT06,F0,MP-LAT06-F0,4/9/16,7/11/16,93,93,42.61667,11.81667,4,4,8,4,0,5,5,,no,1
W0387,no,15,794,Field,Mpol,Native,LAT,"Latera, Italy",,LATc1-03,LAT03,F0,MP-LAT03-F0,4/9/16,NA,NA,140,42.61667,11.81667,4,4,7,3,0,3,3,hairy,yes,0
W0449,no,17,795,Field,Mpol,Native,LAT,"Latera, Italy",,LATc1-04,LAT04,F0,MP-LAT04-F0,4/9/16,NA,NA,140,42.61667,11.81667,4,0,0,0,0,0,0,,no,0
W0655,yes,25,796,Field,Mpol,Native,LAT,"Latera, Italy",,LATc1-05,LAT05,F0,MP-LAT05-F0,4/9/16,7/5/16,87,87,42.61667,11.81667,4,4,8,4,0,5,5,,no,1
W0744,no,26,792,Field,Mpol,Native,LAT,"Latera, Italy",,LATc1-01,LAT01,F0,MP-LAT01-F0,4/9/16,NA,NA,140,42.61667,11.81667,4,3,7,4,0,2,2,hairy,yes,0
W0820,yes,29,798,Field,Mpol,Native,LAT,"Latera, Italy",,LATc1-07,LAT07,F0,MP-LAT07-F0,4/9/16,7/5/16,87,87,42.61667,11.81667,4,4,7,3,0,3,3,,no,1
W0883,no,30,791,Field,Mlup,Native,LAT,"Latera, Italy",,,ML-LAT24,F0,ML-LAT24-F0,4/9/16,6/6/16,58,58,42.61667,11.81667,,4,7,3,0,2,2,slightly hairy,yes,1
W0011,yes,1,154,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS07,F1,MP-LDS07-F1,4/9/16,6/13/16,65,65,43.67624,3.352244,6,4,7,3,0,3,3,,no,1
W0047,yes,2,433,MSU,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-01,F1,MP-LDSc3-01-F1,4/9/16,6/13/16,65,65,43.67624,3.352244,6,3,8,5,0,6,6,,no,1
W0079,no,3,696,Field,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-11,F0,MP-LDSc3-11-F0,4/9/16,6/8/16,60,60,43.67624,3.352244,6,4,7,3,0,4,4,,no,1
W0098,yes,4,421,MSU,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-02-02,F1,MP-LDSc3-02-02-F1,4/9/16,6/27/16,79,79,43.67624,3.352244,6,4,7,3,0,3,3,1 small,no,1
W0127,yes,6,320,MSU,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-07,F1,MP-LDSc3-07-F1,4/9/16,6/27/16,79,79,43.67624,3.352244,6,4,8,4,0,6,6,,no,1
W0138,no,7,12,MSU,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-04,F1,MP-LDSc3-04-F1,4/9/16,6/24/16,76,76,43.67624,3.352244,6,3,7,4,0,3,3,,no,1
W0161,no,8,695,Field,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-10,F0,MP-LDSc3-10-F0,4/9/16,6/8/16,60,60,43.67624,3.352244,6,4,8,4,0,6,6,all small,no,1
W0179,yes,9,3,MSU,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-06,F1,MP-LDSc3-06-F1,4/9/16,6/20/16,72,72,43.67624,3.352244,6,3,7,4,0,4,4,,no,1
W0234,yes,10,410,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS01,F1,MP-LDS01-F1,4/9/16,6/22/16,74,74,43.67624,3.352244,6,4,9,5,0,7,7,,no,1
W0276,yes,11,142,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS05,F1,MP-LDS05-F1,4/9/16,6/27/16,79,79,43.67624,3.352244,6,4,7,3,0,4,4,,no,1
W0313,yes,12,203,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS10,F1,MP-LDS10-F1,4/9/16,NA,NA,140,43.67624,3.352244,6,4,7,3,0,3,3,,no,0
W0343,yes,14,105,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS09,F1,MP-LDS09-F1,4/9/16,6/22/16,74,74,43.67624,3.352244,6,4,8,4,0,6,6,,no,1
W0412,yes,15,54,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS02,F1,MP-LDS02-F1,4/9/16,6/20/16,72,72,43.67624,3.352244,6,4,8,4,0,6,6,,no,1
W0424,no,16,698,Field,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-13,F0,MP-LDSc3-13-F0,4/9/16,6/8/16,60,60,43.67624,3.352244,6,4,9,5,0,7,7,,no,1
W0435,yes,17,167,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS03,F1,MP-LDS03-F1,4/9/16,5/31/16,52,52,43.67624,3.352244,6,4,7,3,0,3,3,,no,1
W0509,no,19,430,MSU,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-02-01,F1,MP-LDSc3-02-01-F1,4/9/16,6/27/16,79,79,43.67624,3.352244,6,3,6,3,0,2,2,small,no,1
W0521,no,20,697,Field,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-12,F0,MP-LDSc3-12-F0,4/9/16,NA,NA,140,43.67624,3.352244,6,4,9,5,0,7,7,all small,no,0
W0543,no,21,765,Field,Mpol,Native,LDS,"Lac du Sagou, France",c2,,LDSc2-04,F0,MP-LDSc2-04-F0,4/9/16,6/20/16,72,72,43.67624,3.352244,6,4,7,3,0,4,4,hairy,yes,1
W0590,yes,22,220,MSU,Mpol,Native,LDS,"Lac du Sagou, France",c2,,LDSc2-01,F1,MP-LDSc2-01-F1,4/9/16,6/13/16,65,65,43.67624,3.352244,6,5,7,2,1,3,2,,no,1
W0605,no,23,605,Field,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-09,F0,MP-LDSc3-09-F0,4/9/16,6/10/16,62,62,43.67624,3.352244,6,4,8,4,0,6,6,,no,1
W0641,no,24,763,Field,Mpol,Native,LDS,"Lac du Sagou, France",c2,,LDSc2-02,F0,MP-LDSc2-02-F0,4/9/16,6/17/16,69,69,43.67624,3.352244,6,4,9,5,0,7,7,hairy,yes,1
W0686,yes,25,376,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS04,F1,MP-LDS04-F1,4/9/16,6/29/16,81,81,43.67624,3.352244,6,5,7,2,1,3,2,,no,1
W0723,no,26,585,Field,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS01,F0,MP-LDS01-F0,4/9/16,6/24/16,76,76,43.67624,3.352244,6,4,7,3,0,3,3,1 small,no,1
W0768,yes,27,341,MSU,Mpol,Native,LDS,"Lac du Sagou, France",c3,,LDSc3-03,F1,MP-LDSc3-03-F1,4/9/16,6/27/16,79,79,43.67624,3.352244,6,4,8,4,0,6,6,,no,1
W0775,no,28,764,Field,Mpol,Native,LDS,"Lac du Sagou, France",c2,,LDSc2-03,F0,MP-LDSc2-03-F0,4/9/16,6/22/16,74,74,43.67624,3.352244,6,4,7,3,0,4,4,hairy,yes,1
W0812,no,29,305,MSU,Mpol,Native,LDS,"Lac du Sagou, France",,,LDS06,F1,MP-LDS06-F1,4/9/16,6/20/16,72,72,43.67624,3.352244,6,5,7,2,1,3,2,emerged/dying,no,1
W0034,yes,1,240,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS08,F1,MP-LIS08-F1,4/9/16,6/10/16,62,62,38.818216,-9.142902,3,4,7,3,0,4,4,,no,1
W0054,yes,2,75,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS14,F1,MP-LIS14-F1,4/9/16,6/15/16,67,67,38.818216,-9.142902,3,4,7,3,0,4,4,,no,1
W0107,no,4,324,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS16,F1,MP-LIS16-F1,4/9/16,6/6/16,58,58,38.818216,-9.142902,3,4,7,3,0,3,3,1 with healthy cots but root on soil,no,1
W0122,no,6,590,Field,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS20,F0,MP-LIS20-F0,4/9/16,6/6/16,58,58,38.818216,-9.142902,3,4,7,3,0,3,3,,no,1
W0154,no,7,351,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS18,F1,MP-LIS18-F1,4/9/16,6/6/16,58,58,38.818216,-9.142902,3,4,7,3,0,3,3,,no,1
W0163,no,8,700,Field,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS22,F0,MP-LIS22-F0,4/9/16,6/6/16,58,58,38.818216,-9.142902,3,4,7,3,0,3,3,,no,1
W0177,yes,9,366,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS19,F1,MP-LIS19-F1,4/9/16,6/6/16,58,58,38.818216,-9.142902,3,4,7,3,0,4,4,2 slightly smaller with warped cots,no,1
W0211,yes,10,69,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS02,F1,MP-LIS02-F1,4/9/16,6/10/16,62,62,38.818216,-9.142902,3,4,7,3,0,4,4,,no,1
W0260,yes,11,138,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS06,F1,MP-LIS06-F1,4/9/16,6/10/16,62,62,38.818216,-9.142902,3,4,7,3,0,4,4,,no,1
W0283,no,12,391,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS10,F1,MP-LIS10-F1,4/9/16,6/8/16,60,60,38.818216,-9.142902,3,4,7,3,0,3,3,,no,1
W0332,yes,14,363,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS09,F1,MP-LIS09-F1,4/9/16,6/24/16,76,76,38.818216,-9.142902,3,4,7,3,0,3,3,,no,1
W0391,no,15,593,Field,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS03,F0,MP-LIS03-F0,4/9/16,6/22/16,74,74,38.818216,-9.142902,3,4,7,3,0,3,3,,no,1
W0446,yes,17,407,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS03,F1,MP-LIS03-F1,4/9/16,6/24/16,76,76,38.818216,-9.142902,3,3,7,4,0,4,4,,no,1
W0502,yes,19,79,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS15,F1,MP-LIS15-F1,4/9/16,6/8/16,60,60,38.818216,-9.142902,3,4,7,3,0,4,4,,no,1
W0556,yes,21,228,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS13,F1,MP-LIS13-F1,4/9/16,6/8/16,60,60,38.818216,-9.142902,3,4,7,3,0,4,4,,no,1
W0574,no,22,592,Field,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS10,F0,MP-LIS10-F0,4/9/16,6/8/16,60,60,38.818216,-9.142902,3,4,7,3,0,4,4,,no,1
W0606,no,23,699,Field,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS21,F0,MP-LIS21-F0,4/9/16,7/2/16,84,84,38.818216,-9.142902,3,4,7,3,0,2,2,,no,1
W0647,no,24,333,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS11,F1,MP-LIS11-F1,4/9/16,6/15/16,67,67,38.818216,-9.142902,3,4,7,3,0,2,2,1 small,no,1
W0670,yes,25,326,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS04,F1,MP-LIS04-F1,4/9/16,6/6/16,58,58,38.818216,-9.142902,3,4,7,3,0,4,4,,no,1
W0706,yes,26,101,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS01,F1,MP-LIS01-F1,4/9/16,6/6/16,58,58,38.818216,-9.142902,3,5,7,2,1,3,2,,no,1
W0748,no,27,117,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS17,F1,MP-LIS17-F1,4/9/16,6/27/16,79,79,38.818216,-9.142902,3,4,7,3,0,3,3,,no,1
W0803,yes,28,250,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS12,F1,MP-LIS12-F1,4/9/16,6/8/16,60,60,38.818216,-9.142902,3,5,7,2,1,3,2,,no,1
W0850,yes,29,314,MSU,Mpol,Native,LIS,"Lisbon, Portugal",,,LIS07,F1,MP-LIS07-F1,4/9/16,6/8/16,60,60,38.818216,-9.142902,3,4,7,3,0,3,3,,no,1
W0192,yes,10,787,Grusak GH,Mpol,Invaded,MAG,"Half Moon Bay, CA, USA",,,MAG69,F1?,MP-MAG69-F1,4/9/16,6/6/16,58,58,37.473784,-122.446984,1,4,8,4,0,6,6,,no,1
W0407,yes,15,789,Grusak GH,Mpol,Invaded,MAG,"Marble Falls, TX, USA",,,MAG71,F1?,MP-MAG71-F1,4/9/16,6/6/16,58,58,30.589912,-98.270188,,4,7,3,0,4,4,,no,1
W0443,yes,17,788,Grusak GH,Mpol,Invaded,MAG,"Houston, TX, USA",,,MAG74,F1?,MP-MAG74-F1,4/9/16,6/6/16,58,58,29.817178,-95.401292,,4,7,3,0,3,3,,no,1
W0700,yes,26,790,Grusak GH,Mpol,Invaded,MAG,"Houston, TX, USA",,,MAG43,F1?,MP-MAG43-F1,4/9/16,6/10/16,62,62,29.817178,-95.401292,,5,7,2,1,4,3,,no,1
W0853,no,30,782,Grusak GH,Mlup,Invaded,MAG,"Columbus, OH, USA",,,MAG57,F1?,ML-MAG57-F1,4/9/16,6/20/16,72,72,39.982952,-82.990829,,3,7,4,0,3,3,"slightly hairy ,2 small",yes,1
W0859,no,30,786,Grusak GH,Mlup,Native,MAG,"Faro, Portugal",,,MAG37,F1?,ML-MAG37-F1,4/9/16,6/2/16,54,54,37.017805,-7.904878,,4,7,3,0,4,4,slightly hairy,yes,1
W0871,no,30,781,Grusak GH,Mlup,Invaded,MAG,"Seattle, WA, USA",,,MAG20,F1?,ML-MAG20-F1,4/9/16,6/20/16,72,72,47.614848,-122.335906,,4,7,3,0,3,3,slightly hairy,yes,1
