Unique.ID,GBS,GH.Pos,Tube.No,Pod.Produced,Medic.spp,Range,Site.ID,Origin,Community,changed from MSU shipment name,MSU.Genotype,Generation.Received,WSU.Genotype,Planted,Flowered,flowertime,flowertime140,Lat,Long,Lat.Group,growthstage_13days,growthstage_26days,growthstagedifference,leafcount_13days,leafcount_26days,leafdifference,Seedling.Notes 4.22.16,NonPoly,Status
W0557,yes,21,921,Field,Mpol,Native,BOL,"Bolsera 1, Italy",,,BOL16,F0,MP-BOL16-F0,4/9/16,7/13/16,95,95,42.64472,11.98583,4,4,8,4,0,6,6,,no,1
W0572,no,22,917,Field,Mpol,Native,BOL,"Bolsera 1, Italy",,,BOL12,F0,MP-BOL12-F0,4/9/16,7/2/16,84,84,42.64472,11.98583,4,3,6,3,0,2,2,,no,1
W0617,yes,24,918,Field,Mpol,Native,BOL,"Bolsera 1, Italy",,,BOL13,F0,MP-BOL13-F0,4/9/16,6/17/16,69,69,42.64472,11.98583,4,5,8,3,1,5,4,,no,1
W0671,no,25,911,Field,Mpol,Native,BOL,"Bolsera 1, Italy",,,BOL06,F0,MP-BOL06-F0,4/9/16,7/7/16,89,89,42.64472,11.98583,4,4,7,3,0,2,2,hairy,yes,1
W0729,yes,26,906,Field,Mpol,Native,BOL,"Bolsera 1, Italy",,,BOL01,F0,MP-BOL01-F0,4/9/16,7/22/16,104,104,42.64472,11.98583,4,4,8,4,0,5,5,,no,1
W0785,yes,28,920,Field,Mpol,Native,BOL,"Bolsera 1, Italy",,,BOL15,F0,MP-BOL15-F0,4/9/16,7/20/16,102,102,42.64472,11.98583,4,4,7,3,0,4,4,,no,1
W0841,no,29,913,Field,Mpol,Native,BOL,"Bolsera 1, Italy",,,BOL08,F0,MP-BOL08-F0,4/9/16,6/20/16,72,72,42.64472,11.98583,4,4,7,3,0,2,2,hairy,yes,1
W0873,no,30,804,Field,Mlup,Native,BRC,"Barcelona, Spain",,,BRC12,F0,ML-BRC12-F0,4/9/16,6/2/16,54,54,41.475145,2.282095,,4,7,3,0,3,3,"slightly hairy, one small",yes,1
W0894,no,30,805,Field,Mlup,Native,BRC,"Barcelona, Spain",,,BRC08,F0,ML-BRC08-F0,4/9/16,6/2/16,54,54,41.475145,2.282095,,3,7,4,0,4,4,slightly hairy,yes,1
W0953,no,30,802,Field,Mlup,Native,BRC,"Barcelona, Spain",,,BRC11,F0,ML-BRC11-F0,4/9/16,6/6/16,58,58,41.475145,2.282095,,3,7,4,0,4,4,slightly hairy,yes,1
W0007,no,1,4,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM09,F1,MP-CAM09-F1,4/9/16,6/1/16,53,53,37.21667,-7.45,2,4,7,3,0,3,3,,no,1
W0049,no,2,127,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM16,F1,MP-CAM16-F1,4/9/16,5/31/16,52,52,37.21667,-7.45,2,4,7,3,0,3,3,,no,1
W0088,no,4,164,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM18,F1,MP-CAM18-F1,4/9/16,5/24/16,45,45,37.21667,-7.45,2,4,7,3,0,4,4,,no,1
W0142,no,7,207,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM20,F1,MP-CAM20-F1,4/9/16,6/1/16,53,53,37.21667,-7.45,2,4,7,3,0,4,4,,no,1
W0200,yes,10,241,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM02,F1,MP-CAM02-F1,4/9/16,5/23/16,44,44,37.21667,-7.45,2,4,7,3,0,4,4,all small,no,1
W0250,no,11,125,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM07,F1,MP-CAM07-F1,4/9/16,6/1/16,53,53,37.21667,-7.45,2,4,7,3,0,4,4,,no,1
W0307,no,12,59,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM11,F1,MP-CAM11-F1,4/9/16,6/6/16,58,58,37.21667,-7.45,2,4,7,3,0,4,4,,no,1
W0360,no,14,85,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM10,F1,MP-CAM10-F1,4/9/16,6/6/16,58,58,37.21667,-7.45,2,4,7,3,0,3,3,,no,1
W0375,no,15,254,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM03,F1,MP-CAM03-F1,4/9/16,5/27/16,48,48,37.21667,-7.45,2,4,7,3,0,2,2,,no,1
W0448,no,17,317,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM05,F1,MP-CAM05-F1,4/9/16,6/6/16,58,58,37.21667,-7.45,2,4,7,3,0,3,3,,no,1
W0507,no,19,609,Field,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM17,F0,MP-CAM17-F0,4/9/16,6/2/16,54,54,37.21667,-7.45,2,5,7,2,1,3,2,,no,1
W0541,no,21,279,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM15,F1,MP-CAM15-F1,4/9/16,5/31/16,52,52,37.21667,-7.45,2,4,7,3,0,3,3,,no,1
W0569,no,22,153,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM12,F1,MP-CAM12-F1,4/9/16,5/31/16,52,52,37.21667,-7.45,2,4,7,3,0,2,2,,no,1
W0619,no,24,42,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM13,F1,MP-CAM13-F1,4/9/16,6/6/16,58,58,37.21667,-7.45,2,4,7,3,0,3,3,,no,1
W0675,no,25,189,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM06,F1,MP-CAM06-F1,4/9/16,5/31/16,52,52,37.21667,-7.45,2,5,7,2,1,3,2,,no,1
W0716,no,26,193,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM01,F1,MP-CAM01-F1,4/9/16,5/27/16,48,48,37.21667,-7.45,2,4,7,3,0,3,3,,no,1
W0752,no,27,184,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM19,F1,MP-CAM19-F1,4/9/16,6/2/16,54,54,37.21667,-7.45,2,4,7,3,0,4,4,,no,1
W0776,no,28,20,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM14,F1,MP-CAM14-F1,4/9/16,6/13/16,65,65,37.21667,-7.45,2,4,7,3,0,2,2,,no,1
W0849,no,29,172,MSU,Mpol,Native,CAM,"Castro Marim, Portugal",,,CAM08,F1,MP-CAM08-F1,4/9/16,5/31/16,52,52,37.21667,-7.45,2,4,7,3,0,3,3,,no,1
W0021,yes,1,604,Field,Mpol,Native,CAR,"Carcassonne, France",,,CAR09,F0,MP-CAR09-F0,4/9/16,6/20/16,72,72,43.204557,2.37969,4,4,8,4,0,6,6,1 small,no,1
W0197,no,10,302,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR04,F1,MP-CAR04-F1,4/9/16,6/27/16,79,79,43.204557,2.37969,4,4,7,3,0,3,3,,no,1
W0240,no,11,392,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR07,F1,MP-CAR07-F1,4/9/16,7/27/16,109,109,43.204557,2.37969,4,4,7,3,0,4,4,,no,1
W0312,no,12,387,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR10,F1,MP-CAR10-F1,4/9/16,7/18/16,100,100,43.204557,2.37969,4,4,7,3,0,2,2,,no,1
W0368,no,14,2,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR09,F1,MP-CAR09-F1,4/9/16,7/18/16,100,100,43.204557,2.37969,4,0,1,1,0,1,1,,no,1
W0403,no,15,98,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR05,F1,MP-CAR05-F1,4/9/16,7/29/16,111,111,43.204557,2.37969,4,0,0,0,0,0,0,,no,1
W0453,no,17,442,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR06-01,F1,MP-CAR06-01-F1,4/9/16,7/25/16,107,107,43.204557,2.37969,4,0,1,1,0,1,1,,no,1
W0566,no,22,268,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR11,F1,MP-CAR11-F1,4/9/16,7/18/16,100,100,43.204557,2.37969,4,4,7,3,0,4,4,,no,1
W0650,no,24,874,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR12,F1,MP-CAR12-F1,4/9/16,6/27/16,79,79,43.204557,2.37969,4,3,7,4,0,3,3,all small,no,1
W0687,no,25,428,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR06-02,F1,MP-CAR06-02-F1,4/9/16,7/20/16,102,102,43.204557,2.37969,4,3,6,3,0,2,2,,no,1
W0732,no,26,89,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR02,F1,MP-CAR02-F1,4/9/16,7/18/16,100,100,43.204557,2.37969,4,4,7,3,0,4,4,,no,1
W0834,no,29,425,MSU,Mpol,Native,CAR,"Carcassonne, France",,,CAR08,F1,MP-CAR08-F1,4/9/16,7/13/16,95,95,43.204557,2.37969,4,0,1,1,0,1,1,,no,1
W0901,no,30,551,Field,Mlup,Native,CAR,"Carcassonne, France",,,ML-CAR15,F0,ML-CAR15-F0,4/9/16,6/6/16,58,58,43.204557,2.37969,,4,6,2,0,2,2,slightly hairy,yes,1
W0025,yes,1,619,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-05,F0,MP-CDCc1-05-F0,4/9/16,NA,NA,140,43.618907,4.813317,6,4,7,3,0,4,4,,no,0
W0074,no,2,624,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-09,F0,MP-CDCc1-09-F0,4/9/16,7/7/16,89,89,43.618907,4.813317,6,4,7,3,0,4,4,"hairy, 1 no cots?",yes,1
W0084,no,3,445,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-06-01,F1,MP-CDCc2-06-01-F1,4/9/16,7/11/16,93,93,43.618907,4.813317,6,4,7,3,0,3,3,,no,1
W0112,no,4,634,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-11,F0,MP-CDCc1-11-F0,4/9/16,7/20/16,102,102,43.618907,4.813317,6,4,7,3,0,4,4,hairy,yes,1
W0118,no,5,635,Field,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-13,F0,MP-CDCc2-13-F0,4/9/16,7/11/16,93,93,43.618907,4.813317,6,4,8,4,0,5,5,,no,1
W0132,no,6,587,Field,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-04,F0,MP-CDCc2-04-F0,4/9/16,8/12/16,125,125,43.618907,4.813317,6,4,6,2,0,2,2,,no,1
W0139,no,7,14,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-02,F1,MP-CDCc2-02-F1,4/9/16,6/27/16,79,79,43.618907,4.813317,6,4,7,3,0,4,4,hairy,yes,1
W0165,yes,8,13,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-05,F1,MP-CDCc2-05-F1,4/9/16,7/5/16,87,87,43.618907,4.813317,6,4,7,3,0,2,2,,no,1
W0172,yes,9,400,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-03,F1,MP-CDCc2-03-F1,4/9/16,8/3/16,116,116,43.618907,4.813317,6,4,8,4,0,6,6,,no,1
W0196,no,10,637,Field,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-15,F0,MP-CDCc2-15-F0,4/9/16,NA,NA,140,43.618907,4.813317,6,4,8,4,0,6,6,hairy,yes,0
W0219,yes,10,396,MSU,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-02,F1,MP-CDCc1-02-F1,4/9/16,7/5/16,87,87,43.618907,4.813317,6,4,7,3,0,4,4,,no,1
W0275,yes,11,419,MSU,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-04,F1,MP-CDCc1-04-F1,4/9/16,NA,NA,140,43.618907,4.813317,6,4,9,5,0,7,7,,no,0
W0309,yes,12,622,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-06,F0,MP-CDCc1-06-F0,4/9/16,6/29/16,81,81,43.618907,4.813317,6,4,8,4,0,5,5,,no,1
W0324,yes,13,434,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-07-02,F1,MP-CDCc2-07-02-F1,4/9/16,7/11/16,93,93,43.618907,4.813317,6,3,7,4,0,4,4,,no,1
W0356,yes,14,398,MSU,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-06,F1,MP-CDCc1-06-F1,4/9/16,7/5/16,87,87,43.618907,4.813317,6,4,7,3,0,4,4,,no,1
W0394,no,15,589,MSU,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-03,F1,MP-CDCc1-03-F1,4/9/16,NA,NA,140,43.618907,4.813317,6,0,0,0,0,0,0,,no,0
W0419,no,16,420,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-07-01,F1,MP-CDCc2-07-01-F1,4/9/16,7/20/16,102,102,43.618907,4.813317,6,3,7,4,0,3,3,,no,1
W0438,yes,17,618,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-03,F0,MP-CDCc1-03-F0,4/9/16,7/27/16,109,109,43.618907,4.813317,6,3,7,4,0,3,3,small,no,1
W0479,no,18,588,Field,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-09,F0,MP-CDCc2-09-F0,4/9/16,NA,NA,140,43.618907,4.813317,6,4,7,3,0,2,2,hairy,yes,0
W0494,no,19,633,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-10,F0,MP-CDCc1-10-F0,4/9/16,7/7/16,89,89,43.618907,4.813317,6,4,7,3,0,4,4,,no,1
W0513,yes,20,435,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-06-02,F1,MP-CDCc2-06-02-F1,4/9/16,7/27/16,109,109,43.618907,4.813317,6,4,7,3,0,4,4,,no,1
W0539,yes,21,621,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-08,F0,MP-CDCc1-08-F0,4/9/16,7/27/16,109,109,43.618907,4.813317,6,4,8,4,0,5,5,,no,1
W0580,yes,22,437,MSU,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-07-01,F1,MP-CDCc1-07-01-F1,4/9/16,7/5/16,87,87,43.618907,4.813317,6,4,7,3,0,4,4,,no,1
W0609,yes,23,402,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-04,F1,MP-CDCc2-04-F1,4/9/16,7/5/16,87,87,43.618907,4.813317,6,4,8,4,0,6,6,,no,1
W0636,no,24,436,MSU,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-07-02,F1,MP-CDCc1-07-02-F1,4/9/16,7/18/16,100,100,43.618907,4.813317,6,3,7,4,0,2,2,,no,1
W0692,yes,25,620,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-04,F0,MP-CDCc1-04-F0,4/9/16,7/22/16,104,104,43.618907,4.813317,6,5,9,4,1,7,6,,no,1
W0702,no,26,636,Field,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-14,F0,MP-CDCc2-14-F0,4/9/16,6/8/16,60,60,43.618907,4.813317,6,5,8,3,1,6,5,hairy,yes,1
W0721,yes,26,623,Field,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-01,F0,MP-CDCc1-01-F0,4/9/16,NA,NA,140,43.618907,4.813317,6,4,7,3,0,4,4,,no,0
W0750,yes,27,345,MSU,Mpol,Native,CDC,"Arles, France",c2,,CDCc2-01,F1,MP-CDCc2-01-F1,4/9/16,7/11/16,93,93,43.618907,4.813317,6,3,7,4,0,2,2,,no,1
W0789,yes,28,413,MSU,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-08,F1,MP-CDCc1-08-F1,4/9/16,7/25/16,107,107,43.618907,4.813317,6,4,8,4,0,5,5,,no,1
W0826,yes,29,405,MSU,Mpol,Native,CDC,"Arles, France",c1,,CDCc1-05,F1,MP-CDCc1-05-F1,4/9/16,6/29/16,81,81,43.618907,4.813317,6,4,7,3,0,3,3,,no,1
W0880,no,30,553,Field,Mlup,Native,CHA,"Chantilly, France",,,CHA09,F0,ML-CHA09-F0,4/9/16,NA,NA,140,49.132388,2.434715,,0,0,0,0,0,0,,yes,0
W0888,no,30,810,Field,Mlup,Native,CHA,"Chantilly, France",,,CHA11,F0,ML-CHA11-F0,4/9/16,6/17/16,69,69,49.132388,2.434715,,4,6,2,0,2,2,slightly hairy,yes,1
W0902,no,30,811,Field,Mlup,Native,CHA,"Chantilly, France",,,CHA04,F0,ML-CHA04-F0,4/9/16,6/20/16,72,72,49.132388,2.434715,,4,6,2,0,2,2,slightly hairy,yes,1
W0910,no,30,803,Field,Mlup,Native,CHA,"Chantilly, France",,,CHA08,F0,ML-CHA08-F0,4/9/16,NA,NA,140,49.132388,2.434715,,4,0,-4,0,0,0,slightly hairy,yes,0
W0911,no,30,552,Field,Mlup,Native,CHA,"Chantilly, France",,,CHA06,F0,ML-CHA06-F0,4/9/16,NA,NA,140,49.132388,2.434715,,0,0,0,0,0,0,,yes,0
W0947,no,30,569,Field,Mlup,Native,CHA,"Chantilly, France",,,CHA07,F0,ML-CHA07-F0,4/9/16,7/7/16,89,89,49.132388,2.434715,,4,1,-3,0,1,1,slightly hairy,yes,1
W0870,no,30,564,Field,Mlup,Invaded,CNF,"Flagstaff, AZ, USA",,,CNF11,F0,ML-CNF11-F0,4/9/16,7/7/16,89,89,35.029798,-111.733659,,4,6,2,0,1,1,slightly hairy,yes,1
W0018,no,1,49,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS09,F1,MP-COS09-F1,4/9/16,6/6/16,58,58,37.449665,-6.569143,2,4,7,3,0,3,3,,no,1
W0190,yes,10,591,Field,Mpol,Native,COS,"Huelva, Spain",,,COS01,F0,MP-COS01-F0,4/9/16,6/29/16,81,81,37.449665,-6.569143,2,5,7,2,1,3,2,,no,1
W0267,no,11,586,Field,Mpol,Native,COS,"Huelva, Spain",,,COS06,F0,MP-COS06-F0,4/9/16,NA,NA,140,37.449665,-6.569143,2,0,0,0,0,0,0,,no,0
W0306,no,12,262,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS11,F1,MP-COS11-F1,4/9/16,5/24/16,45,45,37.449665,-6.569143,2,4,7,3,0,3,3,,no,1
W0341,no,14,180,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS10,F1,MP-COS10-F1,4/9/16,6/6/16,58,58,37.449665,-6.569143,2,4,7,3,0,3,3,,no,1
W0386,no,15,344,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS03,F1,MP-COS03-F1,4/9/16,6/6/16,58,58,37.449665,-6.569143,2,4,8,4,0,6,6,,no,1
W0439,no,17,239,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS04,F1,MP-COS04-F1,4/9/16,6/1/16,53,53,37.449665,-6.569143,2,4,8,4,0,5,5,1 small root coming out of soil,no,1
W0554,no,21,640,Field,Mpol,Native,COS,"Huelva, Spain",,,COS15,F0,MP-COS15-F0,4/9/16,6/17/16,69,69,37.449665,-6.569143,2,4,7,3,0,3,3,hairy,yes,1
W0588,no,22,66,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS12,F1,MP-COS12-F1,4/9/16,5/23/16,44,44,37.449665,-6.569143,2,4,7,3,0,3,3,,no,1
W0646,no,24,638,Field,Mpol,Native,COS,"Huelva, Spain",,,COS13,F0,MP-COS13-F0,4/9/16,6/8/16,60,60,37.449665,-6.569143,2,5,7,2,1,4,3,hairy,yes,1
W0695,no,25,260,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS05,F1,MP-COS05-F1,4/9/16,6/10/16,62,62,37.449665,-6.569143,2,5,7,2,1,2,1,,no,1
W0705,no,26,394,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS01,F1,MP-COS01-F1,4/9/16,7/5/16,87,87,37.449665,-6.569143,2,4,9,5,0,7,7,,no,1
W0787,no,28,639,Field,Mpol,Native,COS,"Huelva, Spain",,,COS14,F0,MP-COS14-F0,4/9/16,6/10/16,62,62,37.449665,-6.569143,2,4,7,3,0,3,3,hairy,yes,1
W0842,no,29,264,MSU,Mpol,Native,COS,"Huelva, Spain",,,COS07,F1,MP-COS07-F1,4/9/16,5/23/16,44,44,37.449665,-6.569143,2,4,7,3,0,3,3,,no,1
W0024,no,1,188,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG08,F1,MP-CRG08-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0060,no,2,140,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG15,F1,MP-CRG15-F1,4/9/16,5/31/16,52,52,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0087,no,4,94,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG17,F1,MP-CRG17-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0149,no,7,40,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG20,F1,MP-CRG20-F1,4/9/16,6/8/16,60,60,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0183,no,9,55,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG21,F1,MP-CRG21-F1,4/9/16,5/26/16,47,47,37.429805,-6.21776,2,4,7,3,0,4,4,,no,1
W0194,no,10,265,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG02,F1,MP-CRG02-F1,4/9/16,5/31/16,52,52,37.429805,-6.21776,2,4,7,3,0,4,4,,no,1
W0279,no,11,311,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG06,F1,MP-CRG06-F1,4/9/16,6/13/16,65,65,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0317,no,12,61,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG10,F1,MP-CRG10-F1,4/9/16,6/17/16,69,69,37.429805,-6.21776,2,4,7,3,0,4,4,hairy,yes,1
W0359,no,14,18,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG09,F1,MP-CRG09-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,4,7,3,0,4,4,1 has a missing cot,no,1
W0414,no,15,152,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG03,F1,MP-CRG03-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0432,no,17,199,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG04,F1,MP-CRG04-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0512,no,19,93,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG16,F1,MP-CRG16-F1,4/9/16,6/8/16,60,60,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0559,no,21,242,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG14,F1,MP-CRG14-F1,4/9/16,6/8/16,60,60,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0589,no,22,192,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG11,F1,MP-CRG11-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,4,7,3,0,2,2,,no,1
W0614,no,24,331,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG12,F1,MP-CRG12-F1,4/9/16,6/2/16,54,54,37.429805,-6.21776,2,4,7,3,0,2,2,,no,1
W0680,no,25,111,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG05,F1,MP-CRG05-F1,4/9/16,5/31/16,52,52,37.429805,-6.21776,2,5,7,2,1,3,2,,no,1
W0708,yes,26,201,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG01,F1,MP-CRG01-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,5,8,3,1,5,4,,no,1
W0747,no,27,244,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG18,F1,MP-CRG18-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,4,7,3,0,3,3,,no,1
W0793,no,28,291,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG13,F1,MP-CRG13-F1,4/9/16,6/6/16,58,58,37.429805,-6.21776,2,4,6,2,0,2,2,all small,no,1
W0840,no,29,9,MSU,Mpol,Native,CRG,"Seville, Spain",,,CRG07,F1,MP-CRG07-F1,4/9/16,6/13/16,65,65,37.429805,-6.21776,2,4,8,4,0,5,5,"two small, and 1 of those with damaged cots",no,1
W0006,no,1,35,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD09,F1,MP-CVD09-F1,4/9/16,6/1/16,53,53,37.708491,-8.099286,2,5,7,2,1,3,2,,no,1
W0069,no,2,257,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD16,F1,MP-CVD16-F1,4/9/16,5/31/16,52,52,37.708491,-8.099286,2,4,7,3,0,3,3,,no,1
W0102,no,4,45,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD18,F1,MP-CVD18-F1,4/9/16,6/6/16,58,58,37.708491,-8.099286,2,3,7,4,0,3,3,1 with healthy cots but root on soil,no,1
W0147,yes,7,353,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD20,F1,MP-CVD20-F1,4/9/16,5/31/16,52,52,37.708491,-8.099286,2,4,8,4,0,5,5,,no,1
W0233,yes,10,82,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD02,F1,MP-CVD02-F1,4/9/16,5/31/16,52,52,37.708491,-8.099286,2,5,7,2,1,4,3,,no,1
W0242,yes,11,215,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD07,F1,MP-CVD07-F1,4/9/16,6/6/16,58,58,37.708491,-8.099286,2,4,8,4,0,6,6,,no,1
W0284,yes,12,319,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD11,F1,MP-CVD11-F1,4/9/16,6/1/16,53,53,37.708491,-8.099286,2,4,8,4,0,5,5,,no,1
W0369,yes,14,281,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD10,F1,MP-CVD10-F1,4/9/16,6/1/16,53,53,37.708491,-8.099286,2,4,7,3,0,3,3,,no,1
W0395,yes,15,44,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD03,F1,MP-CVD03-F1,4/9/16,6/2/16,54,54,37.708491,-8.099286,2,4,7,3,0,3,3,,no,1
W0428,yes,17,150,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD05,F1,MP-CVD05-F1,4/9/16,6/2/16,54,54,37.708491,-8.099286,2,4,9,5,0,7,7,,no,1
W0490,yes,19,143,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD17,F1,MP-CVD17-F1,4/9/16,5/27/16,48,48,37.708491,-8.099286,2,4,8,4,0,6,6,,no,1
W0536,no,21,23,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD15,F1,MP-CVD15-F1,4/9/16,6/6/16,58,58,37.708491,-8.099286,2,0,1,1,0,1,1,,no,1
W0579,yes,22,158,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD12,F1,MP-CVD12-F1,4/9/16,6/6/16,58,58,37.708491,-8.099286,2,4,8,4,0,6,6,,no,1
W0623,yes,24,295,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD13,F1,MP-CVD13-F1,4/9/16,6/6/16,58,58,37.708491,-8.099286,2,4,8,4,0,6,6,,no,1
W0697,yes,25,113,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD06,F1,MP-CVD06-F1,4/9/16,6/6/16,58,58,37.708491,-8.099286,2,5,7,2,1,4,3,,no,1
W0709,yes,26,121,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD01,F1,MP-CVD01-F1,4/9/16,5/31/16,52,52,37.708491,-8.099286,2,5,7,2,1,3,2,,no,1
