ExptDate,AssayID,InsectSpp,Site,PlantID,Replicate,Genotype,Range,InitialWeight,FinalWeight,TotalWeight,PropLeafEaten,PropTotalEaten,WL_own,WL_total,Ratio_Consumed
7/14/16,S061,Soybean,MLR,W0546,1,MLR14,Invasive,0.0709,0.0589,0.1566,0.169252468,0.076628352,0,0,0.685440782
7/14/16,S062,Soybean,EMO,W0549,1,EMO14,Invasive,0.0952,0.0456,0.2147,0.521008403,0.231020028,1,1,1.722586802
7/14/16,S063,Soybean,PEA,W0550,1,PEA22-01,Invasive,0.0525,0.0525,0.1558,0,0,0,0,0.96321394
7/14/16,S064,Soybean,MLR,W0044,1,MLR16,Invasive,0.0498,0.0414,0.1005,0.168674699,0.08358209,0,0,0.733127519
7/14/16,S065,Soybean,EMO,W0048,1,EMO15,Invasive,0.0336,0.0178,0.0735,0.470238095,0.214965986,1,1,1.660555884
7/14/16,S066,Soybean,DCR,W0050,1,DCR15,Invasive,0.0448,0.0385,0.0988,0.140625,0.063765182,1,0,1.023569024
7/14/16,S067,Soybean,MEL,W0057,1,MEL23,Invasive,0.0246,0.0246,0.0683,0,0,0,0,1
7/14/16,S068,Soybean,BHI,W0059,1,BHI33-15,Invasive,0.0668,0.0617,0.1267,0.076347305,0.040252565,0,0,0.986863573
7/14/16,S069,Soybean,PEA,W0070,1,PEA23,Invasive,0.0456,0.0291,0.0951,0.361842105,0.173501577,0,0,0.326064771
7/14/16,S070,Soybean,ARC,W0071,1,ARC22,Invasive,0.0318,0.0197,0.0878,0.380503145,0.137813212,1,1,1.328843365
7/14/16,S071,Soybean,SDS,W0073,1,SDS2-05,Invasive,0.0671,0.0176,0.1149,0.737704918,0.430809399,1,1,2.249215481
7/14/16,S001,Soybean,HIG,W0431,1,HIG02-02,Invasive,0.08567,0.0675,0.13545,0.212092915,0.134145441,1,1,1.184696632
7/6/16,S002,Soybean,NAR,W0458,1,NARc3-12,Native,0.04136,0.0236,0.10584,0.429400387,0.167800454,0,0,0.845286411
7/6/16,S003,Soybean,AUR,W0471,1,AUR09,Native,0.07194,0.0692,0.14718,0.038087295,0.01861666,0,0,0.373060542
7/6/16,S005,Soybean,CRG,W0279,1,CRG06,Native,0.05521,0.0313,0.1459,0.433073719,0.163879369,1,0,1.209774406
7/6/16,S006,Soybean,MUS,W0444,1,MUSs1-03,Native,0.03504,0.0175,0.13581,0.500570776,0.12915102,0,0,0.339774593
7/6/16,S007,Soybean,SAN,W0459,1,SAN09-03,Native,0.08811,0.0277,0.18008,0.685620247,0.335462017,1,1,1.32118188
7/6/16,S008,Soybean,AZN,W0472,1,AZN04,Native,0.06516,0.0303,0.10447,0.534990792,0.333684311,1,1,2.15049505
7/6/16,S009,Soybean,AZN,W0265,1,AZN06,Native,0.06365,0.0608,0.14012,0.044776119,0.020339709,0,0,0.970621649
7/6/16,S010,Soybean,CAR,W0453,1,CAR06-01,Native,0.07029,0.0601,0.12028,0.144970835,0.084718989,0,0,0.404745508
7/6/16,S011,Soybean,FUS,W0462,1,FUSB1,Native,0.05601,0.0134,0.09597,0.760757008,0.443992914,1,1,1.150609565
7/6/16,S012,Soybean,SPA,W0808,1,PI319029,Native,0.04513,0.0395,0.13663,0.12475072,0.041206177,0,0,0.761687764
7/6/16,S013,Soybean,SAN,W0239,1,SAN11-02,Native,0.10492,0.0925,0.15193,0.118375905,0.081748174,0,0,0.330557386
7/6/16,S014,Soybean,ALG,W0269,1,W65435,Native,0.05923,0.0089,0.10731,0.849738308,0.469015003,1,1,4.623104751
7/6/16,S015,Soybean,RTM,W0814,1,RTM08,Native,0.0728,0.0653,0.19906,0.103021978,0.037677082,0,0,0.762897436
7/6/16,S016,Soybean,FUR,W0455,1,FURc1-03,Native,0.0697,0.0181,0.14265,0.740315638,0.361724501,1,1,1.388304257
7/6/16,S017,Soybean,DEB,W0464,1,DEB04,Native,0.03496,0.0076,0.06942,0.782608696,0.394122731,1,1,1.014509576
7/6/16,S018,Soybean,ALT,W0245,1,ALT06,Native,0.03021,0.0082,0.09241,0.7285667,0.238177686,0,0,0.858844404
7/6/16,S019,Soybean,MIR,W0456,1,MIRc1-04,Native,0.09573,0.053,0.21564,0.446359553,0.198154331,1,1,1.625317573
7/6/16,S020,Soybean,AFG,W0465,1,PI250782,Native,0.03688,0.0188,0.13114,0.490238612,0.137867927,0,0,0.462017688
7/6/16,S021,Soybean,NAR,W0255,1,NARc1-03,Native,0.07263,0.0184,0.12323,0.746661159,0.440071411,1,1,1.255953557
7/6/16,S022,Soybean,AUR,W0278,1,AUR12,Native,0.07336,0.0443,0.10441,0.39612868,0.278325831,1,1,1.562649626
7/6/16,S023,Soybean,DEB,W0819,1,DEB08,Native,0.06559,0.0191,0.12932,0.708797073,0.359495824,0,0,0.81364937
7/6/16,S024,Soybean,SAN,W0816,1,SAN12-01,Native,0.08006,0.0242,0.10441,0.697726705,0.535006225,0,1,0.570624671
7/6/16,S025,Soybean,HIG,W0271,1,HIG20-01,Native,0.11696,0.1087,0.17535,0.070622435,0.047105788,0,0,0.549143193
7/6/16,S026,Soybean,MIR,W0364,1,MIRc1-09,Native,0.062,0.0343,0.1147,0.446774194,0.241499564,1,1,1.176470588
7/6/16,S027,Soybean,ORB,W0287,1,ORB13,Native,0.0586,0.0252,0.1204,0.56996587,0.277408638,1,1,2.005560692
7/8/16,S028,Soybean,SAN,W0290,1,SAN37-01,Native,0.1148,0.1008,0.1702,0.12195122,0.082256169,0,0,0.666064982
7/8/16,S029,Soybean,SCA,W0295,1,SCAc2-12,Native,0.1126,0.0553,0.1694,0.508880995,0.338252656,1,1,1.19015358
7/8/16,S030,Soybean,HIG,W0304,1,HIG05-01,Native,0.1263,0.1142,0.1791,0.095803642,0.067560022,0,1,0.879736507
7/8/16,S031,Soybean,HUE,W0305,1,HUE10,Native,0.79,0.0687,0.9074,0.913037975,0.79490853,1,1,5.945535114
7/8/16,S032,Soybean,COS,W0306,1,COS11,Native,0.1115,0.0867,0.2043,0.222421525,0.121390113,0,0,0.641636092
7/8/16,S033,Soybean,CAM,W0307,1,CAM11,Native,0.1003,0.0708,0.1987,0.294117647,0.148465023,1,1,1.121527778
7/8/16,S035,Soybean,SAN,W0321,1,SAN16-01,Native,0.1021,0.1021,0.2612,0,0,0,0,0.573852923
7/8/16,S036,Soybean,CRG,W0614,1,CRG12,Native,0.0642,0.0542,0.106,0.15576324,0.094339623,0,1,0.969137873
7/8/16,S037,Soybean,BOL,W0617,1,BOL13,Native,0.0575,0.0521,0.0902,0.093913043,0.059866962,0,0,0.857266959
7/12/16,S038,Soybean,FUR,W0618,1,FURc1-12,Native,0.0916,0.0667,0.1273,0.271834061,0.195600943,0,1,0.665499183
7/12/16,S039,Soybean,CAM,W0619,1,CAM13,Native,0.0832,0.0406,0.1203,0.512019231,0.354114713,1,1,1.673655279
7/12/16,S040,Soybean,RHA,W0627,1,RHA13,Native,0.076,0.054,0.1262,0.289473684,0.174326466,1,1,1.407407407
7/12/16,S041,Soybean,CVD,W0623,1,CVD13,Native,0.0616,0.0519,0.0962,0.157467532,0.100831601,0,1,0.919331306
7/12/16,S042,Soybean,RTM,W0624,1,RTM18,Native,0.0544,0.0271,0.0962,0.501838235,0.283783784,1,1,1.114143964
7/12/16,S043,Soybean,DEB,W0625,1,DEB14-02,Native,0.074,0.0564,0.1393,0.237837838,0.126346016,1,1,1.0066469
7/12/16,S044,Soybean,HIG,W0626,1,HIG25-02,Native,0.0926,0.0699,0.1606,0.245140389,0.141344956,0,1,0.940961878
7/12/16,S046,Soybean,SAN,W0771,1,SAN18-01,Native,0.1226,0.1027,0.1774,0.162316476,0.112175874,0,1,0.814725051
7/12/16,S047,Soybean,FUS,W0774,1,FUSD5,Native,0.0736,0.0567,0.1353,0.229619565,0.124907613,0,1,0.957240331
7/12/16,S048,Soybean,CAM,W0776,1,CAM14,Native,0.0663,0.04,0.1165,0.39668175,0.225751073,1,1,1.624482072
7/12/16,S049,Soybean,DEB,W0779,1,DEB15,Native,0.1057,0.051,0.218,0.517502365,0.250917431,1,1,1.509657256
7/12/16,S050,Soybean,RTM,W0781,1,RTM19,Native,0.068,0.0541,0.1339,0.204411765,0.103808813,0,0,0.982275839
7/12/16,S051,Soybean,CAR,W0834,1,CAR08,Native,0.1119,0.0548,0.1533,0.510277033,0.372472277,1,1,1.420501428
7/12/16,S052,Soybean,LIS,W0446,1,LIS03,Native,0.1686,0.1163,0.2206,0.310201661,0.237080689,1,1,1.009213572
7/12/16,S053,Soybean,HIG,W0450,1,HIG19-01,Native,0.115,0.0801,0.2068,0.303478261,0.168762089,0,0,0.558329865
7/12/16,S054,Soybean,POR,W0451,1,PI493291,Native,0.0543,0.0483,0.1128,0.110497238,0.053191489,0,0,0.186409726
7/12/16,S055,Soybean,NAR,W0452,1,NARc1-02,Native,0.1381,0.1062,0.179,0.230992035,0.178212291,0,1,0.356093361
7/12/16,S056,Soybean,AZN,W0524,1,AZN14,Native,0.049,0.0216,0.0812,0.559183673,0.337438424,1,1,1.021537842
7/12/16,S057,Soybean,HIG,W0525,1,HIG27-02,Native,0.0792,0.0697,0.1103,0.119949495,0.08612874,0,1,0.928037939
7/14/16,S058,Soybean,FUR,W0528,1,FURc1-14,Native,0.0298,0.0229,0.0697,0.231543624,0.098995696,0,0,0.945814317
7/14/16,S059,Soybean,HUE,W0531,1,HUE14,Native,0.079,0.0655,0.117,0.170886076,0.115384615,1,1,1.20610687
7/14/16,S060,Soybean,RTM,W0532,1,RTM20,Native,0.0399,0.0281,0.0904,0.295739348,0.130530973,1,1,1.107825658
7/14/16,S061,Soybean,SAN,W0533,1,SAN18-02,Native,0.0857,0.0488,0.1566,0.430571762,0.235632184,1,1,1.458915235
7/14/16,S062,Soybean,ALT,W0535,1,ALT14,Native,0.1195,0.0986,0.2147,0.174895397,0.097345133,0,0,0.58052227
7/14/16,S063,Soybean,CVD,W0536,1,CVD15,Native,0.1033,0.0995,0.1558,0.03678606,0.024390244,1,1,1.038190955
7/14/16,S064,Soybean,DEB,W0045,1,DEB18,Native,0.0507,0.0309,0.1005,0.390532544,0.197014925,1,1,1.364019184
7/14/16,S065,Soybean,MUS,W0046,1,MUSs1-11,Native,0.0399,0.0351,0.0735,0.120300752,0.065306122,0,0,0.602207977
7/14/16,S066,Soybean,LDS,W0047,1,LDSc3-01,Native,0.054,0.0475,0.0988,0.12037037,0.065789474,0,1,0.976973684
7/14/16,S067,Soybean,CAM,W0049,1,CAM16,Native,0.0437,0.0437,0.0683,0,0,0,0,1
7/14/16,S068,Soybean,SCA,W0053,1,SCAc2-18,Native,0.0599,0.0546,0.1267,0.088480801,0.041831097,1,1,1.01331129
7/14/16,S069,Soybean,LIS,W0054,1,LIS14,Native,0.0495,0.0103,0.0951,0.791919192,0.412197687,1,1,3.066875319
7/14/16,S070,Soybean,HUE,W0058,1,HUE15,Native,0.056,0.0461,0.0878,0.176785714,0.112756264,0,0,0.752534141
7/14/16,S071,Soybean,CRG,W0060,1,CRG15,Native,0.0478,0.0282,0.1149,0.410041841,0.170583116,0,0,0.444599465
