"Well","Sample","Time","Weight","Replicate","Hour","PCheck","Plate","fileName","Absorbance","Protein","Range","Genotype","Site"
"G06","W0143",0,0.0153,3,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.4045,249286.633986928,"Native","PI368951","Chile3"
"G07","W0144",0,0.0061,1,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3527,543916.934426229,"Native","AZN19","AZN"
"G08","W0144",0,0.0061,2,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3219,495550.836065574,"Native","AZN19","AZN"
"G09","W0144",0,0.0061,3,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3171,488013.262295082,"Native","AZN19","AZN"
"G10","W0604",0,0.0038,1,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.2793,688103.868421053,"Native","MUSs2-02","MUS"
"G11","W0604",0,0.0038,2,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.2807,691632.97368421,"Native","MUSs2-02","MUS"
"G12","W0604",0,0.0038,3,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.2853,703228.605263158,"Native","MUSs2-02","MUS"
"H01","W0145",0,0.02,1,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3441,161775.695,"Native","SAN20-03","SAN"
"H02","W0145",0,0.02,2,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3332,156555.14,"Native","SAN20-03","SAN"
"H03","W0145",0,0.02,3,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3316,155788.82,"Native","SAN20-03","SAN"
"H04","W0605",0,0.026,1,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.2568,92279.5076923077,"Native","LDSc3-09","LDS"
"H05","W0605",0,0.026,2,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.2795,100642.711538462,"Native","LDSc3-09","LDS"
"H06","W0605",0,0.026,3,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.2834,102079.561538462,"Native","LDSc3-09","LDS"
"H07","W0146",0,0.019,1,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3028,149468.484210526,"Invasive","ARC25-01","ARC"
"H08","W0146",0,0.019,2,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.2988,147451.852631579,"Invasive","ARC25-01","ARC"
"H09","W0146",0,0.019,3,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.2842,140091.147368421,"Invasive","ARC25-01","ARC"
"H10","W0606",0,0.0555,1,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3153,53326.8234234234,"Native","LIS21","LIS"
"H11","W0606",0,0.0555,2,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.3183,53844.6072072072,"Native","LIS21","LIS"
"H12","W0606",0,0.0555,3,"0hr","Plate2.csv","Plate2","Plate2_0hr_17Feb2017",0.32,54138.018018018,"Native","LIS21","LIS"
"A01","W0148",0,0.0292,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3042,97716.1575342466,"Native","W64614","Leb2"
"A02","W0148",0,0.0292,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2781,89154.1061643836,"Native","W64614","Leb2"
"A03","W0148",0,0.0292,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2796,89646.1780821918,"Native","W64614","Leb2"
"A04","W0149",0,0.0339,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3237,89678.5339233038,"Native","CRG20","CRG"
"A05","W0149",0,0.0339,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3281,90921.8259587021,"Native","CRG20","CRG"
"A06","W0149",0,0.0339,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3121,86400.7640117994,"Native","CRG20","CRG"
"A07","W0607",0,0.0175,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.257,137210.457142857,"Invasive","MEL30","MEL"
"A08","W0607",0,0.0175,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2619,139892.577142857,"Invasive","MEL30","MEL"
"A09","W0607",0,0.0175,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2535,135294.657142857,"Invasive","MEL30","MEL"
"A10","W0608",0,0.0149,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3065,192976.073825503,"Native","PI368959","Chile"
"A11","W0608",0,0.0149,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3026,190468.818791946,"Native","PI368959","Chile"
"A12","W0608",0,0.0149,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3002,188925.89261745,"Native","PI368959","Chile"
"B01","W0152",0,0.031,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3175,96152.0161290322,"Native","DEB27","DEB"
"B02","W0152",0,0.031,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3248,98407.7161290322,"Native","DEB27","DEB"
"B03","W0152",0,0.031,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3129,94730.6161290323,"Native","DEB27","DEB"
"B04","W0153",0,0.0244,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3018,115996.81147541,"Invasive","DCR19","DCR"
"B05","W0153",0,0.0244,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3181,122395.897540984,"Invasive","DCR19","DCR"
"B06","W0153",0,0.0244,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3095,119019.692622951,"Invasive","DCR19","DCR"
"B07","W0609",0,0.0353,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.226,59610.0283286119,"Native","CDCc2-04","CDC"
"B08","W0154",0,0.0271,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3668,127415.394833948,"Native","LIS18","LIS"
"B09","W0609",0,0.0353,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2206,58144.6855524079,"Native","CDCc2-04","CDC"
"B10","W0154",0,0.0271,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2144,73546.7749077491,"Native","LIS18","LIS"
"B11","W0154",0,0.0271,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3557,123491.89298893,"Native","LIS18","LIS"
"B12","W0609",0,0.0353,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3786,101019.529745042,"Native","CDCc2-04","CDC"
"C01","W0610",0,0.0118,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3327,264941.805084746,"Invasive","BHI33-22","BHI"
"C02","W0610",0,0.0118,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.302,240020.169491525,"Invasive","BHI33-22","BHI"
"C03","W0610",0,0.0118,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2939,233444.754237288,"Invasive","BHI33-22","BHI"
"C04","W0155",0,0.0355,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3149,83262.1718309859,"Invasive","MLR20","MLR"
"C05","W0155",0,0.0355,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3148,83235.1887323944,"Invasive","MLR20","MLR"
"C06","W0155",0,0.0355,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3084,81508.2704225352,"Invasive","MLR20","MLR"
"C07","W0156",0,0.038,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1949,47534.9236842105,"Invasive","BHI33-19","BHI"
"C08","W0156",0,0.038,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2066,50484.2473684211,"Invasive","BHI33-19","BHI"
"C09","W0156",0,0.038,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2112,51643.8105263158,"Invasive","BHI33-19","BHI"
"C10","W0611",0,0.0088,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2113,223116.215909091,"Native","SAN27-01","SAN"
"C11","W0611",0,0.0088,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.215,227143.75,"Native","SAN27-01","SAN"
"C12","W0611",0,0.0088,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2306,244124.704545455,"Native","SAN27-01","SAN"
"D01","W0157",0,0.0161,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1753,100532.838509317,"Native","MUSs1-15","MUS"
"D02","W0157",0,0.0161,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1724,98807.4285714286,"Native","MUSs1-15","MUS"
"D03","W0157",0,0.0161,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1668,95475.6024844721,"Native","MUSs1-15","MUS"
"D04","W0613",0,0.0076,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1608,194695.157894737,"Native","HIG12-01","HIG"
"D05","W0613",0,0.0076,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1537,185746.355263158,"Native","HIG12-01","HIG"
"D06","W0613",0,0.0076,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1534,185368.236842105,"Native","HIG12-01","HIG"
"D07","W0158",0,0.0303,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2394,73682.9240924092,"Native","SAN28-01","SAN"
"D08","W0158",0,0.0303,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2666,82281.8943894389,"Native","SAN28-01","SAN"
"D09","W0158",0,0.0303,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2605,80353.4488448845,"Native","SAN28-01","SAN"
"D10","W0160",0,0.0173,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2993,162218.190751445,"Native","PI404356","Brazil"
"D11","W0160",0,0.0173,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3259,176946.595375723,"Native","PI404356","Brazil"
"D12","W0160",0,0.0173,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3365,182815.809248555,"Native","PI404356","Brazil"
"E01","W0747",0,0.0073,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2283,291269.273972603,"Native","CRG18","CRG"
"E02","W0747",0,0.0073,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2262,288513.671232877,"Native","CRG18","CRG"
"E03","W0747",0,0.0073,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.206,262007.397260274,"Native","CRG18","CRG"
"E04","W0161",0,0.0406,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2474,56877.4532019705,"Native","LDSc3-10","LDS"
"E05","W0161",0,0.0406,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2532,58245.881773399,"Native","LDSc3-10","LDS"
"E06","W0161",0,0.0406,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2442,56122.4581280788,"Native","LDSc3-10","LDS"
"E07","W0162",0,0.0465,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2344,46982.7440860215,"Native","DEB28-04","DEB"
"E08","W0162",0,0.0465,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2446,49083.9440860215,"Native","DEB28-04","DEB"
"E09","W0162",0,0.0465,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2493,50052.1440860215,"Native","DEB28-04","DEB"
"E10","W0748",0,0.0168,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2478,137681.916666667,"Native","LIS17","LIS"
"E11","W0748",0,0.0168,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2654,147717.05952381,"Native","LIS17","LIS"
"E12","W0748",0,0.0168,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2836,158094.30952381,"Native","LIS17","LIS"
"F01","W0163",0,0.0228,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2225,90820.5043859649,"Native","LIS22","LIS"
"F02","W0163",0,0.0228,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2094,85316.7807017544,"Native","LIS22","LIS"
"F03","W0163",0,0.0228,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2042,83132.0964912281,"Native","LIS22","LIS"
"F04","W0749",0,0.0354,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2318,61011.0790960452,"Native","HIG10-01","HIG"
"F05","W0749",0,0.0354,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.234,61606.384180791,"Native","HIG10-01","HIG"
"F06","W0749",0,0.0354,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2374,62526.4011299435,"Native","HIG10-01","HIG"
"F07","W0165",0,0.0382,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2574,62958.497382199,"Native","CDCc2-05","CDC"
"F08","W0165",0,0.0382,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2616,64011.6858638744,"Native","CDCc2-05","CDC"
"F09","W0165",0,0.0382,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2637,64538.280104712,"Native","CDCc2-05","CDC"
"F10","W0750",0,0.0264,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.4191,149770.412878788,"Native","CDCc2-01","CDC"
"F11","W0750",0,0.0264,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.4346,155394.446969697,"Native","CDCc2-01","CDC"
"F12","W0750",0,0.0264,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.4593,164356.617424242,"Native","CDCc2-01","CDC"
"G01","W0166",0,0.0377,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3086,76802.6366047745,"Native","HIG12-02","HIG"
"G02","W0166",0,0.0377,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.3065,76269.0583554377,"Native","HIG12-02","HIG"
"G03","W0166",0,0.0377,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2845,70679.1909814324,"Native","HIG12-02","HIG"
"G04","W0751",0,0.0195,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2564,122842.851282051,"Native","SAN20-02","SAN"
"G05","W0751",0,0.0195,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2472,118323.528205128,"Native","SAN20-02","SAN"
"G06","W0751",0,0.0195,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2368,113214.728205128,"Native","SAN20-02","SAN"
"G07","W0167",0,0.0282,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2524,83585.8014184397,"Invasive","ARC28","ARC"
"G08","W0167",0,0.0282,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2517,83348.024822695,"Invasive","ARC28","ARC"
"G09","W0167",0,0.0282,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2469,81717.5567375887,"Invasive","ARC28","ARC"
"G10","W0752",0,0.0119,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2515,197352.81512605,"Native","CAM19","CAM"
"G11","W0752",0,0.0119,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2543,199606.697478992,"Native","CAM19","CAM"
"G12","W0752",0,0.0119,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2609,204919.420168067,"Native","CAM19","CAM"
"H01","W0168",0,0.0253,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2479,91463.0079051384,"Native","NARc3-03","NAR"
"H02","W0168",0,0.0253,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2327,85708.0355731225,"Native","NARc3-03","NAR"
"H03","W0168",0,0.0253,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2119,77832.8102766798,"Native","NARc3-03","NAR"
"H04","W0753",0,0.0202,1,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.2036,93547.7425742574,"Native","DEB26","DEB"
"H05","W0753",0,0.0202,2,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1944,89185.0297029703,"Native","DEB26","DEB"
"H06","W0753",0,0.0202,3,"0hr","Plate3.csv","Plate3","Plate3_0hr_17Feb2017",0.1947,89327.2920792079,"Native","DEB26","DEB"
"A01","W0419",24,0.0461,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.165,32969.9566160521,"Native","CDCc2-07-01","CDC"
"A02","W0419",24,0.0461,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1661,33198.5227765727,"Native","CDCc2-07-01","CDC"
"A03","W0419",24,0.0461,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1675,33489.4251626898,"Native","CDCc2-07-01","CDC"
"A04","W0076",24,0.0311,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1718,50966.308681672,"Invasive","ARC29","ARC"
"A05","W0076",24,0.0311,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1693,50196.2926045016,"Invasive","ARC29","ARC"
"A06","W0076",24,0.0311,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1714,50843.1061093248,"Invasive","ARC29","ARC"
"A07","W0420",24,0.0433,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.169,35986.8591224018,"Native","SAN30-01","SAN"
"A08","W0420",24,0.0433,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1717,36584.1639722864,"Native","SAN30-01","SAN"
"A09","W0420",24,0.0433,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1724,36739.0207852194,"Native","SAN30-01","SAN"
"A10","W0077",24,0.0387,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1746,41650.4754521964,"Native","DEB30","DEB"
"A11","W0077",24,0.0387,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1752,41798.9870801034,"Native","DEB30","DEB"
"A12","W0077",24,0.0387,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1734,41353.4521963824,"Native","DEB30","DEB"
"B01","W0421",24,0.035,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1675,44110.3571428571,"Native","PI459130","Tur"
"B02","W0421",24,0.035,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.168,44247.2,"Native","PI459130","Tur"
"B03","W0421",24,0.035,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1666,43864.04,"Native","PI459130","Tur"
"B04","W0078",24,0.0144,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.168,107545.277777778,"Native","PI404795","Uru"
"B05","W0078",24,0.0144,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1701,108942.215277778,"Native","PI404795","Uru"
"B06","W0078",24,0.0144,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1714,109806.986111111,"Native","PI404795","Uru"
"B07","W0422",24,0.0278,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1713,56843.9820143885,"Native","MUSs2-06","MUS"
"B08","W0422",24,0.0278,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1714,56878.4388489209,"Native","MUSs2-06","MUS"
"B09","W0422",24,0.0278,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1717,56981.809352518,"Native","MUSs2-06","MUS"
"B10","W0079",24,0.0417,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1726,38194.6139088729,"Native","LDSc3-11","LDS"
"B11","W0079",24,0.0417,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1738,38470.2685851319,"Native","LDSc3-11","LDS"
"B12","W0079",24,0.0417,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.174,38516.2110311751,"Native","LDSc3-11","LDS"
"C01","W0423",24,0.055,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1698,28470.8036363636,"Native","HIG13-02","HIG"
"C02","W0423",24,0.055,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1688,28296.64,"Native","HIG13-02","HIG"
"C03","W0423",24,0.055,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.167,27983.1454545455,"Native","HIG13-02","HIG"
"C04","W0424",24,0.0213,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.168,72706.6666666667,"Native","LDSc3-13","LDS"
"C05","W0424",24,0.0213,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1699,73561.1314553991,"Native","LDSc3-13","LDS"
"C06","W0424",24,0.0213,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1708,73965.8779342723,"Native","LDSc3-13","LDS"
"C07","W0081",24,0.0118,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1732,135462.949152542,"Native","W65316","Leb"
"C08","W0081",24,0.0118,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1827,143174.855932203,"Native","W65316","Leb"
"C09","W0081",24,0.0118,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1712,133839.389830508,"Native","W65316","Leb"
"C10","W0080",24,0.0169,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1721,93960.1124260355,"Native","NARc3-04","NAR"
"C11","W0080",24,0.0169,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1732,94583.5976331361,"Native","NARc3-04","NAR"
"C12","W0080",24,0.0169,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1722,94016.7928994083,"Native","NARc3-04","NAR"
"D01","W0425",24,0.0337,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1655,45243.4569732938,"Native","NARc3-05","NAR"
"D02","W0425",24,0.0337,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1632,44589.6973293769,"Native","NARc3-05","NAR"
"D03","W0425",24,0.0337,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1663,45470.8516320475,"Native","NARc3-05","NAR"
"D04","W0082",24,0.0057,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.167,270012.807017544,"Native","SAN28-02","SAN"
"D05","W0082",24,0.0057,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1692,273709.964912281,"Native","SAN28-02","SAN"
"D06","W0082",24,0.0057,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1707,276230.754385965,"Native","SAN28-02","SAN"
"D07","W0426",24,0.0278,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1687,55948.1043165468,"Native","DEB32","DEB"
"D08","W0426",24,0.0278,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1714,56878.4388489209,"Native","DEB32","DEB"
"D09","W0426",24,0.0278,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1687,55948.1043165468,"Native","DEB32","DEB"
"D10","W0083",24,0.0257,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1717,61637.9105058366,"Native","MUSs2-04","MUS"
"D11","W0083",24,0.0257,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1716,61600.6381322957,"Native","MUSs2-04","MUS"
"D12","W0083",24,0.0257,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1718,61675.1828793774,"Native","MUSs2-04","MUS"
"E01","W0427",24,0.0098,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1654,155484.346938776,"Native","W65323","Fra"
"E02","W0427",24,0.0098,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1658,155875.326530612,"Native","W65323","Fra"
"E03","W0427",24,0.0098,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1659,155973.071428571,"Native","W65323","Fra"
"E04","W0084",24,0.0291,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1668,52823.2714776632,"Native","CDCc2-06-01","CDC"
"E05","W0084",24,0.0291,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1696,53744.9621993127,"Native","CDCc2-06-01","CDC"
"E06","W0084",24,0.0291,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1915,60953.9003436426,"Native","CDCc2-06-01","CDC"
"E07","W0085",24,0.0309,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1705,50893.1877022654,"Native","HIG12-03","HIG"
"E08","W0085",24,0.0309,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1697,50645.1877022654,"Native","HIG12-03","HIG"
"E09","W0085",24,0.0309,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1691,50459.1877022654,"Native","HIG12-03","HIG"
"E10","W0475",24,0.0289,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1718,54846.0968858132,"Native","W65326","Fra2"
"E11","W0475",24,0.0289,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1714,54713.5155709343,"Native","W65326","Fra2"
"E12","W0475",24,0.0289,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1748,55840.4567474049,"Native","W65326","Fra2"
"F01","W0476",24,0.0334,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1672,46137.3892215569,"Native","DEB32-02","DEB"
"F02","W0476",24,0.0334,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.167,46080.0299401198,"Native","DEB32-02","DEB"
"F03","W0476",24,0.0334,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1669,46051.3502994012,"Native","DEB32-02","DEB"
"F04","W0113",24,0.025,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1677,61831.132,"Native","SAN31-02","SAN"
"F05","W0113",24,0.025,2,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1679,61907.764,"Native","SAN31-02","SAN"
"F06","W0113",24,0.025,3,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1679,61907.764,"Native","SAN31-02","SAN"
"F07","W0477",24,0.0342,1,"24hr","Plate1.csv","Plate1","Plate1_24hr_17Feb2017",0.1693,45646.3362573099,"Native","NARc3-07","NAR"
